# generator=basin_stab_LSE_honest_AAAI_Nramp.jl  M_TARGET=4.4e+06  N_FLOOR=12  betanet=1.0
# N_EQ=32768  N_SAMP=8192  N_DIS_TARGET=32  MEM_BUDGET_GB=45.0  generated=2026-06-10T18:00:48.390
alpha,T,N_used,disorder,phi_a,phi_b,q12,phi_max_other
0.490,0.07500,31,25,0.962043,0.965234,0.930296,0.766917
0.490,0.07500,31,26,0.960883,0.960674,0.922001,0.759964
0.490,0.07500,31,27,0.963458,0.962522,0.925575,0.760849
0.490,0.07500,31,28,0.963454,0.961112,0.925945,0.759256
0.490,0.07500,31,29,0.964390,0.960691,0.928539,0.758114
0.490,0.07500,31,30,0.963737,0.960541,0.928114,0.760936
0.490,0.07500,31,31,0.963363,0.959968,0.923845,0.767749
0.490,0.07500,31,32,0.962043,0.959555,0.921595,0.756829
0.490,0.08500,31,1,0.954534,0.956769,0.912860,0.769108
0.490,0.08500,31,2,0.953265,0.959758,0.915793,0.759647
0.490,0.08500,31,3,0.952780,0.955895,0.910239,0.760428
0.490,0.08500,31,4,0.685544,0.952641,0.641084,0.956214
0.490,0.08500,31,5,0.956824,0.956547,0.916258,0.752826
0.490,0.08500,31,6,0.955513,0.955759,0.913714,0.774401
0.490,0.08500,31,7,0.955891,0.953713,0.910912,0.774576
0.490,0.08500,31,8,0.957832,0.952231,0.913560,0.778654
0.490,0.08500,31,9,0.955942,0.952831,0.911203,0.765721
0.490,0.08500,31,10,0.956245,0.954602,0.913434,0.766772
0.490,0.08500,31,11,0.959238,0.955965,0.915813,0.772872
0.490,0.08500,31,12,0.956869,0.953450,0.916158,0.770848
0.490,0.08500,31,13,0.954643,0.958609,0.912614,0.752354
0.490,0.08500,31,14,0.958145,0.952247,0.911064,0.768542
0.490,0.08500,31,15,0.952421,0.952830,0.912191,0.768089
0.490,0.08500,31,16,0.961507,0.952940,0.911754,0.757341
0.490,0.08500,31,17,0.956832,0.958037,0.914501,0.758404
0.490,0.08500,31,18,0.960947,0.955199,0.916265,0.763979
0.490,0.08500,31,19,0.954000,0.959076,0.918268,0.763815
0.490,0.08500,31,20,0.959144,0.958378,0.918923,0.770169
0.490,0.08500,31,21,0.959298,0.957783,0.919647,0.767413
0.490,0.08500,31,22,0.960058,0.955448,0.918265,0.776074
0.490,0.08500,31,23,0.957067,0.954121,0.917045,0.766560
0.490,0.08500,31,24,0.957606,0.953923,0.909384,0.776938
0.490,0.08500,31,25,0.955065,0.955921,0.911183,0.763696
0.490,0.08500,31,26,0.954557,0.958209,0.918915,0.765711
0.490,0.08500,31,27,0.957487,0.959178,0.915990,0.764926
0.490,0.08500,31,28,0.956527,0.957047,0.916296,0.759314
0.490,0.08500,31,29,0.957779,0.961377,0.921093,0.764638
0.490,0.08500,31,30,0.954144,0.959208,0.913793,0.765150
0.490,0.08500,31,31,0.956334,0.956233,0.912100,0.761026
0.490,0.08500,31,32,0.951410,0.959589,0.916436,0.755649
0.490,0.09500,31,1,0.947352,0.946655,0.895475,0.773567
0.490,0.09500,31,2,0.952063,0.948731,0.902609,0.756859
0.490,0.09500,31,3,0.654000,0.952235,0.621082,0.950574
0.490,0.09500,31,4,0.952456,0.953098,0.904121,0.767358
0.490,0.09500,31,5,0.948165,0.951485,0.901296,0.756547
0.490,0.09500,31,6,0.950609,0.943684,0.900324,0.776408
0.490,0.09500,31,7,0.947607,0.715600,0.670161,0.772426
0.490,0.09500,31,8,0.950189,0.948928,0.899591,0.777072
0.490,0.09500,31,9,0.950880,0.953290,0.905055,0.763005
0.490,0.09500,31,10,0.948382,0.944625,0.900677,0.769384
0.490,0.09500,31,11,0.393788,0.739488,0.292897,0.944952
0.490,0.09500,31,12,0.954818,0.949795,0.908823,0.775757
0.490,0.09500,31,13,0.948471,0.948920,0.900882,0.754229
0.490,0.09500,31,14,0.954631,0.948917,0.904758,0.765154
0.490,0.09500,31,15,0.950505,0.950627,0.900832,0.763544
0.490,0.09500,31,16,0.948887,0.953844,0.906834,0.759475
0.490,0.09500,31,17,0.950966,0.572294,0.531946,0.765049
0.490,0.09500,31,18,0.948626,0.954409,0.908750,0.766616
0.490,0.09500,31,19,0.947426,0.949945,0.901175,0.761825
0.490,0.09500,31,20,0.947011,0.950865,0.898114,0.772814
0.490,0.09500,31,21,0.950688,0.948906,0.903193,0.770188
0.490,0.09500,31,22,0.953382,0.950941,0.905796,0.776559
0.490,0.09500,31,23,0.949166,0.947298,0.900375,0.757271
0.490,0.09500,31,24,0.952231,0.951258,0.906340,0.776687
0.490,0.09500,31,25,0.947308,0.947787,0.896194,0.761095
0.490,0.09500,31,26,0.954249,0.947982,0.903907,0.766527
0.490,0.09500,31,27,0.949433,0.952033,0.899841,0.766212
0.490,0.09500,31,28,0.952354,0.953332,0.903810,0.762284
0.490,0.09500,31,29,0.949978,0.951726,0.906983,0.760977
0.490,0.09500,31,30,0.952717,0.949976,0.910380,0.760482
0.490,0.09500,31,31,0.950374,0.947372,0.900278,0.760639
0.490,0.09500,31,32,0.951443,0.954091,0.905061,0.757483
0.490,0.10500,31,1,0.712093,0.949903,0.677768,0.924414
0.490,0.10500,31,2,0.945229,0.947588,0.891076,0.758753
0.490,0.10500,31,3,0.027589,0.943123,0.023678,0.910397
0.490,0.10500,31,4,0.947118,0.943113,0.893893,0.769160
0.490,0.10500,31,5,0.941233,0.944438,0.893774,0.760224
0.490,0.10500,31,6,0.021672,0.875554,0.036434,0.939026
0.490,0.10500,31,7,0.159119,0.942787,0.157159,0.947209
0.490,0.10500,31,8,0.939080,0.944532,0.892881,0.774162
0.490,0.10500,31,9,0.939955,0.945077,0.892190,0.765109
0.490,0.10500,31,10,0.490251,0.727395,0.347309,0.848905
0.490,0.10500,31,11,0.479185,0.946870,0.450973,0.942237
0.490,0.10500,31,12,0.942754,0.243484,0.221373,0.770463
0.490,0.10500,31,13,0.949407,0.320041,0.313216,0.750270
0.490,0.10500,31,14,0.624823,0.810452,0.519240,0.936955
0.490,0.10500,31,15,0.945785,0.941656,0.890307,0.773861
0.490,0.10500,31,16,0.949118,0.944658,0.902384,0.762898
0.490,0.10500,31,17,0.941161,0.942934,0.888783,0.764858
0.490,0.10500,31,18,0.945197,0.943728,0.895408,0.764798
0.490,0.10500,31,19,0.936738,0.943958,0.882352,0.764470
0.490,0.10500,31,20,0.943840,0.947541,0.894091,0.765971
0.490,0.10500,31,21,0.943496,0.951611,0.897164,0.779326
0.490,0.10500,31,22,0.349931,0.941711,0.327162,0.944023
0.490,0.10500,31,23,0.949001,0.229116,0.220891,0.761707
0.490,0.10500,31,24,0.944406,0.896942,0.839748,0.774069
0.490,0.10500,31,25,0.030816,0.497177,0.010171,0.946778
0.490,0.10500,31,26,0.944222,0.946352,0.894656,0.761691
0.490,0.10500,31,27,0.945568,0.588565,0.570140,0.767321
0.490,0.10500,31,28,0.945625,0.941601,0.890901,0.766062
0.490,0.10500,31,29,0.941935,0.946715,0.895685,0.765710
0.490,0.10500,31,30,0.145009,0.942596,0.129328,0.942147
0.490,0.10500,31,31,0.430489,0.945745,0.402372,0.951148
0.490,0.10500,31,32,0.946596,0.945148,0.894943,0.758963
0.490,0.11500,31,1,-0.108791,0.085424,-0.196060,0.938875
0.490,0.11500,31,2,-0.000923,0.937868,-0.002733,0.920069
0.490,0.11500,31,3,-0.109104,0.164204,-0.257220,0.936303
0.490,0.11500,31,4,0.146565,0.314560,0.264172,0.940056
0.490,0.11500,31,5,0.153145,0.046596,0.066665,0.941335
0.490,0.11500,31,6,0.138637,-0.033933,-0.106536,0.927523
0.490,0.11500,31,7,0.236444,-0.118999,-0.031555,0.938851
0.490,0.11500,31,8,-0.213272,-0.043612,0.063536,0.917850
0.490,0.11500,31,9,-0.261783,-0.050344,-0.036754,0.896277
0.490,0.11500,31,10,-0.021857,0.080793,0.151601,0.933923
0.490,0.11500,31,11,-0.133497,0.135429,0.067549,0.940238
0.490,0.11500,31,12,0.264452,-0.090075,0.264835,0.929102
0.490,0.11500,31,13,0.188500,0.075732,0.237268,0.930646
0.490,0.11500,31,14,-0.080473,0.120433,0.139984,0.853376
0.490,0.11500,31,15,0.227969,0.021958,-0.155684,0.942043
0.490,0.11500,31,16,0.101084,0.008718,0.028983,0.937714
0.490,0.11500,31,17,0.306922,-0.191184,0.289257,0.929689
0.490,0.11500,31,18,0.282473,0.228801,0.201379,0.936747
0.490,0.11500,31,19,-0.088841,0.372622,-0.118128,0.938534
0.490,0.11500,31,20,0.242002,0.462704,0.265536,0.940687
0.490,0.11500,31,21,-0.085519,0.446948,-0.102734,0.892303
0.490,0.11500,31,22,-0.082345,0.180100,-0.048780,0.937167
0.490,0.11500,31,23,0.939624,0.285430,0.280906,0.761041
0.490,0.11500,31,24,0.912733,-0.005187,-0.023670,0.798715
0.490,0.11500,31,25,-0.021987,0.093761,0.126166,0.934255
0.490,0.11500,31,26,-0.054983,0.938918,-0.080179,0.895752
0.490,0.11500,31,27,0.008582,-0.030276,0.129712,0.942303
0.490,0.11500,31,28,0.245472,0.212523,-0.014932,0.932799
0.490,0.11500,31,29,0.031496,0.224124,0.114108,0.921964
0.490,0.11500,31,30,0.175279,0.939694,0.158806,0.940147
0.490,0.11500,31,31,0.937597,0.299121,0.279683,0.765048
0.490,0.11500,31,32,0.164366,-0.122579,-0.082080,0.935206
0.490,0.12500,31,1,0.027600,0.075871,-0.226363,0.903743
0.490,0.12500,31,2,0.039636,-0.002451,-0.005169,0.824474
0.490,0.12500,31,3,-0.065608,-0.089607,0.067417,0.914589
0.490,0.12500,31,4,-0.124033,0.100228,0.026557,0.886439
0.490,0.12500,31,5,-0.120542,0.005376,-0.033005,0.774659
0.490,0.12500,31,6,0.047115,-0.166635,-0.016388,0.880962
0.490,0.12500,31,7,-0.017268,0.002441,0.110902,0.827262
0.490,0.12500,31,8,-0.212525,0.106525,0.098472,0.933237
0.490,0.12500,31,9,0.394711,0.154788,-0.173893,0.928803
0.490,0.12500,31,10,-0.025852,-0.033074,0.015261,0.887645
0.490,0.12500,31,11,0.064700,0.197293,0.007803,0.837419
0.490,0.12500,31,12,-0.059477,-0.154080,-0.082327,0.849123
0.490,0.12500,31,13,-0.033901,-0.008154,0.270558,0.928718
0.490,0.12500,31,14,-0.078263,-0.091839,0.043834,0.920337
0.490,0.12500,31,15,0.297664,0.352522,0.375910,0.932902
0.490,0.12500,31,16,0.080015,-0.228042,-0.050983,0.925371
0.490,0.12500,31,17,0.011747,-0.126919,0.018408,0.877455
0.490,0.12500,31,18,-0.031500,-0.139905,-0.090763,0.847622
0.490,0.12500,31,19,-0.087499,-0.136365,0.043968,0.920234
0.490,0.12500,31,20,-0.042887,0.222130,-0.062660,0.868518
0.490,0.12500,31,21,0.185665,-0.091729,-0.085145,0.880551
0.490,0.12500,31,22,-0.210821,-0.042971,0.052566,0.935181
0.490,0.12500,31,23,-0.080935,0.049922,-0.025523,0.931499
0.490,0.12500,31,24,-0.055084,0.008103,0.153188,0.888099
0.490,0.12500,31,25,0.255664,0.026837,-0.031898,0.903177
0.490,0.12500,31,26,0.111332,-0.000083,-0.056843,0.925590
0.490,0.12500,31,27,0.403290,-0.136900,-0.016612,0.929591
0.490,0.12500,31,28,-0.073361,-0.157696,-0.057481,0.879016
0.490,0.12500,31,29,0.078373,0.036103,0.011494,0.873878
0.490,0.12500,31,30,-0.196233,0.113919,0.147530,0.928208
0.490,0.12500,31,31,-0.033358,0.123261,0.077382,0.898415
0.490,0.12500,31,32,0.054281,-0.109536,-0.097862,0.923800
0.490,0.13500,31,1,-0.034995,0.056026,0.046199,0.778884
0.490,0.13500,31,2,0.147281,0.097806,0.095202,0.854717
0.490,0.13500,31,3,-0.094854,-0.036511,-0.031078,0.816544
0.490,0.13500,31,4,-0.229074,0.189000,-0.010811,0.851749
0.490,0.13500,31,5,-0.000537,-0.050741,0.041478,0.830207
0.490,0.13500,31,6,-0.268872,0.011821,0.156162,0.873760
0.490,0.13500,31,7,-0.086317,-0.047067,-0.022667,0.858169
0.490,0.13500,31,8,0.199919,-0.093970,-0.044187,0.820153
0.490,0.13500,31,9,-0.230937,0.004272,-0.039910,0.877254
0.490,0.13500,31,10,-0.085132,0.011808,-0.052159,0.844997
0.490,0.13500,31,11,0.022386,0.008712,0.108764,0.847571
0.490,0.13500,31,12,0.025944,0.070060,0.059251,0.790308
0.490,0.13500,31,13,-0.071048,0.179155,0.041156,0.861651
0.490,0.13500,31,14,-0.106052,-0.072659,0.067824,0.806380
0.490,0.13500,31,15,0.029321,0.014825,-0.110301,0.821767
0.490,0.13500,31,16,-0.175840,0.024661,-0.031636,0.877034
0.490,0.13500,31,17,-0.263424,-0.100847,0.033970,0.884776
0.490,0.13500,31,18,-0.082262,-0.001680,-0.026813,0.871778
0.490,0.13500,31,19,-0.176191,0.054093,-0.063347,0.802158
0.490,0.13500,31,20,0.007051,0.006888,-0.035455,0.850634
0.490,0.13500,31,21,-0.094996,-0.017870,-0.040540,0.788294
0.490,0.13500,31,22,0.074325,-0.145502,-0.016032,0.900102
0.490,0.13500,31,23,-0.132958,-0.036547,0.004585,0.872115
0.490,0.13500,31,24,-0.038529,-0.003413,0.044012,0.819286
0.490,0.13500,31,25,0.050748,0.240749,0.100077,0.810426
0.490,0.13500,31,26,-0.019128,-0.112431,-0.059347,0.859429
0.490,0.13500,31,27,-0.042244,0.013310,-0.096103,0.884387
0.490,0.13500,31,28,0.022509,0.024597,0.028702,0.785282
0.490,0.13500,31,29,-0.021295,0.036226,0.108744,0.911380
0.490,0.13500,31,30,0.102219,0.018042,-0.028544,0.825371
0.490,0.13500,31,31,0.032219,-0.057959,0.028224,0.862187
0.490,0.13500,31,32,-0.044162,0.097231,0.134830,0.880974
0.490,0.14500,31,1,-0.000495,-0.034629,0.084544,0.777416
0.490,0.14500,31,2,-0.067308,-0.040746,-0.073246,0.839400
0.490,0.14500,31,3,-0.041440,0.063263,0.046252,0.796270
0.490,0.14500,31,4,0.061193,-0.060721,-0.076519,0.784339
0.490,0.14500,31,5,-0.023823,-0.035846,0.037047,0.830239
0.490,0.14500,31,6,0.162699,0.092631,0.137347,0.802024
0.490,0.14500,31,7,-0.060966,-0.056868,0.025819,0.784682
0.490,0.14500,31,8,-0.000389,0.049576,-0.053602,0.811958
0.490,0.14500,31,9,0.015925,0.004650,-0.000962,0.853158
0.490,0.14500,31,10,-0.003155,0.037777,0.071803,0.780291
0.490,0.14500,31,11,-0.006085,-0.006656,-0.001793,0.844619
0.490,0.14500,31,12,-0.012503,-0.001162,-0.097178,0.795714
0.490,0.14500,31,13,-0.022175,-0.233375,-0.019770,0.864073
0.490,0.14500,31,14,-0.062007,-0.050602,0.004007,0.823894
0.490,0.14500,31,15,0.129078,-0.073306,0.045583,0.843393
0.490,0.14500,31,16,-0.018256,0.024115,-0.008305,0.791720
0.490,0.14500,31,17,-0.081466,-0.006420,-0.086834,0.823956
0.490,0.14500,31,18,-0.068636,-0.231428,0.043841,0.828181
0.490,0.14500,31,19,0.114968,0.008237,0.142049,0.781903
0.490,0.14500,31,20,-0.195057,0.088138,-0.067459,0.855641
0.490,0.14500,31,21,-0.049157,0.036541,0.011537,0.841802
0.490,0.14500,31,22,-0.102479,0.075804,-0.035690,0.832681
0.490,0.14500,31,23,-0.143902,0.081728,0.089890,0.811501
0.490,0.14500,31,24,0.001871,-0.021778,0.021792,0.840169
0.490,0.14500,31,25,0.084647,-0.052588,0.013323,0.838642
0.490,0.14500,31,26,-0.059033,0.046732,0.144474,0.807554
0.490,0.14500,31,27,0.074473,0.007217,0.004716,0.781598
0.490,0.14500,31,28,-0.022665,0.018957,0.042712,0.798051
0.490,0.14500,31,29,-0.073166,0.016985,-0.059783,0.826744
0.490,0.14500,31,30,-0.108715,-0.044905,-0.019717,0.831850
0.490,0.14500,31,31,0.036966,-0.090265,0.009907,0.854100
0.490,0.14500,31,32,-0.107450,0.040101,-0.033922,0.839121
0.490,0.15500,31,1,0.031670,0.055529,-0.025461,0.808193
0.490,0.15500,31,2,-0.031185,0.102936,-0.004879,0.795334
0.490,0.15500,31,3,-0.005352,0.032880,0.038778,0.795386
0.490,0.15500,31,4,0.014390,-0.065773,0.061536,0.786302
0.490,0.15500,31,5,-0.001063,0.173868,0.007390,0.829948
0.490,0.15500,31,6,-0.028127,-0.036586,0.045856,0.806900
0.490,0.15500,31,7,-0.004398,0.136946,-0.051955,0.811818
0.490,0.15500,31,8,0.050100,0.016093,0.000272,0.792744
0.490,0.15500,31,9,0.010423,-0.025971,0.061369,0.779739
0.490,0.15500,31,10,-0.007779,-0.021517,0.043466,0.807529
0.490,0.15500,31,11,-0.005027,0.064427,-0.018517,0.836096
0.490,0.15500,31,12,-0.047831,-0.012827,0.030069,0.802607
0.490,0.15500,31,13,-0.085829,-0.030715,-0.018677,0.779105
0.490,0.15500,31,14,-0.020491,0.021571,0.003121,0.801392
0.490,0.15500,31,15,0.023428,0.005411,-0.015030,0.784202
0.490,0.15500,31,16,-0.035075,-0.101159,0.080447,0.798685
0.490,0.15500,31,17,-0.047937,0.020353,-0.104778,0.796811
0.490,0.15500,31,18,-0.096950,0.007173,-0.027632,0.791448
0.490,0.15500,31,19,0.038180,-0.074373,0.014100,0.781140
0.490,0.15500,31,20,-0.032641,0.115194,-0.018491,0.777504
0.490,0.15500,31,21,-0.130158,-0.065262,0.100388,0.804529
0.490,0.15500,31,22,-0.014429,0.004558,0.068327,0.788735
0.490,0.15500,31,23,-0.123699,0.017687,0.000827,0.782700
0.490,0.15500,31,24,0.051914,0.002966,0.044684,0.778693
0.490,0.15500,31,25,-0.047483,-0.056953,0.035438,0.803644
0.490,0.15500,31,26,0.006680,-0.039054,0.000286,0.825927
0.490,0.15500,31,27,-0.008901,0.017059,-0.083674,0.775594
0.490,0.15500,31,28,-0.042874,-0.057565,-0.048902,0.793183
0.490,0.15500,31,29,0.041996,0.102755,0.003406,0.792826
0.490,0.15500,31,30,-0.098069,-0.055094,0.018844,0.781569
0.490,0.15500,31,31,-0.004741,-0.073352,0.012272,0.775762
0.490,0.15500,31,32,0.006519,-0.110175,0.044486,0.788766
0.490,0.16500,31,1,0.009554,-0.009565,0.035574,0.780570
0.490,0.16500,31,2,-0.018297,0.022928,0.036839,0.776594
0.490,0.16500,31,3,-0.109061,-0.088087,0.084435,0.782450
0.490,0.16500,31,4,-0.003355,-0.039468,-0.069251,0.783289
0.490,0.16500,31,5,0.072257,-0.063773,-0.071476,0.802035
0.490,0.16500,31,6,0.047771,-0.058218,-0.008888,0.789670
0.490,0.16500,31,7,0.024536,0.011479,0.047450,0.779575
0.490,0.16500,31,8,0.036814,-0.102290,-0.004537,0.795609
0.490,0.16500,31,9,-0.047963,-0.080188,0.041292,0.775060
0.490,0.16500,31,10,0.027801,-0.016935,0.058161,0.826695
0.490,0.16500,31,11,-0.026001,0.120835,0.015506,0.784943
0.490,0.16500,31,12,-0.025729,0.095834,-0.087682,0.792168
0.490,0.16500,31,13,-0.016625,0.046471,0.004612,0.790849
0.490,0.16500,31,14,0.055928,-0.008166,0.001681,0.801143
0.490,0.16500,31,15,-0.050651,0.044580,0.032269,0.783906
0.490,0.16500,31,16,0.157479,-0.057916,-0.018413,0.778666
0.490,0.16500,31,17,-0.071695,0.065545,-0.012674,0.777352
0.490,0.16500,31,18,-0.067542,0.038539,0.060935,0.813038
0.490,0.16500,31,19,0.107434,-0.000738,-0.072239,0.797190
0.490,0.16500,31,20,-0.030375,0.021067,0.024045,0.792717
0.490,0.16500,31,21,-0.076514,-0.088135,0.027252,0.780309
0.490,0.16500,31,22,0.100171,-0.038703,0.034994,0.788004
0.490,0.16500,31,23,-0.040819,0.038141,-0.014809,0.814830
0.490,0.16500,31,24,-0.095305,-0.001283,0.027987,0.781596
0.490,0.16500,31,25,-0.013915,-0.025412,0.054831,0.812215
0.490,0.16500,31,26,0.040463,-0.020152,0.019221,0.790676
0.490,0.16500,31,27,-0.018908,-0.061531,0.036604,0.782237
0.490,0.16500,31,28,0.056219,-0.010209,-0.018884,0.790113
0.490,0.16500,31,29,-0.112375,0.025038,0.054984,0.798949
0.490,0.16500,31,30,-0.017947,-0.032109,0.024382,0.800500
0.490,0.16500,31,31,-0.009860,0.156774,0.034121,0.779397
0.490,0.16500,31,32,0.005439,-0.033697,-0.009891,0.823822
0.490,0.17500,31,1,0.018225,0.072821,0.061306,0.785816
0.490,0.17500,31,2,-0.067874,-0.069001,0.063537,0.791958
0.490,0.17500,31,3,-0.030280,0.010775,-0.063096,0.788765
0.490,0.17500,31,4,0.015299,0.049451,-0.027246,0.788452
0.490,0.17500,31,5,-0.011041,0.011352,0.019216,0.790412
0.490,0.17500,31,6,0.009613,-0.004039,-0.034071,0.774955
0.490,0.17500,31,7,-0.075547,0.079183,0.041605,0.792070
0.490,0.17500,31,8,-0.049217,-0.018333,-0.015437,0.799979
0.490,0.17500,31,9,0.033155,-0.006622,-0.033343,0.792369
0.490,0.17500,31,10,0.007652,0.018477,-0.029743,0.775448
0.490,0.17500,31,11,-0.056222,-0.015182,-0.026656,0.779285
0.490,0.17500,31,12,0.018319,-0.017944,0.025336,0.774730
0.490,0.17500,31,13,0.088882,-0.018588,-0.000291,0.783986
0.490,0.17500,31,14,0.040448,0.018598,0.061276,0.781235
0.490,0.17500,31,15,-0.058124,-0.004528,0.011908,0.782470
0.490,0.17500,31,16,0.002427,0.066981,-0.033997,0.790060
0.490,0.17500,31,17,0.091987,-0.030578,-0.005328,0.777672
0.490,0.17500,31,18,0.070629,-0.089638,-0.093179,0.783696
0.490,0.17500,31,19,0.023392,0.087061,-0.003266,0.785485
0.490,0.17500,31,20,-0.004192,0.123288,-0.077363,0.803165
0.490,0.17500,31,21,-0.014264,0.026082,0.066686,0.795281
0.490,0.17500,31,22,-0.031629,0.063342,-0.032714,0.783465
0.490,0.17500,31,23,0.063509,-0.047564,-0.022235,0.785672
0.490,0.17500,31,24,0.100466,-0.040315,-0.009301,0.787029
0.490,0.17500,31,25,0.051229,-0.039202,-0.061327,0.785397
0.490,0.17500,31,26,0.017698,0.076328,0.007419,0.781629
0.490,0.17500,31,27,0.031249,0.104996,0.022213,0.785434
0.490,0.17500,31,28,0.081488,0.065665,-0.005953,0.788741
0.490,0.17500,31,29,-0.123088,-0.020665,-0.016536,0.800720
0.490,0.17500,31,30,0.130003,-0.016659,0.016313,0.788073
0.490,0.17500,31,31,0.069560,0.055499,0.019711,0.781951
0.490,0.17500,31,32,-0.013893,-0.023272,0.006418,0.785143
0.490,0.18500,31,1,-0.091219,-0.026533,0.005701,0.779020
0.490,0.18500,31,2,-0.087107,0.027507,-0.009367,0.784898
0.490,0.18500,31,3,0.029319,0.134066,0.063317,0.787213
0.490,0.18500,31,4,0.010297,-0.035176,-0.024315,0.786502
0.490,0.18500,31,5,-0.044999,-0.019851,-0.008706,0.789116
0.490,0.18500,31,6,0.083878,-0.021595,-0.058482,0.780472
0.490,0.18500,31,7,0.030283,-0.072382,-0.049452,0.781703
0.490,0.18500,31,8,0.011961,0.024279,0.048484,0.781351
0.490,0.18500,31,9,-0.096188,-0.082870,0.021475,0.779258
0.490,0.18500,31,10,-0.114816,0.055797,-0.025381,0.776595
0.490,0.18500,31,11,-0.079972,0.020382,-0.088406,0.774336
0.490,0.18500,31,12,0.027853,-0.050283,0.055792,0.780716
0.490,0.18500,31,13,-0.039933,-0.156326,-0.030874,0.788544
0.490,0.18500,31,14,0.002416,0.039153,-0.037519,0.778665
0.490,0.18500,31,15,-0.039806,-0.026597,-0.019371,0.774831
0.490,0.18500,31,16,-0.125496,0.012189,0.017113,0.783090
0.490,0.18500,31,17,-0.055453,0.031410,0.040822,0.777186
0.490,0.18500,31,18,-0.053361,-0.040108,-0.021968,0.790998
0.490,0.18500,31,19,0.001547,0.007874,-0.063848,0.782185
0.490,0.18500,31,20,0.044148,0.001053,-0.000787,0.777418
0.490,0.18500,31,21,-0.018428,-0.038094,-0.027538,0.776995
0.490,0.18500,31,22,0.088148,0.022355,0.007820,0.781245
0.490,0.18500,31,23,-0.037543,-0.029804,0.015679,0.783700
0.490,0.18500,31,24,-0.016363,0.053869,-0.007369,0.779000
0.490,0.18500,31,25,-0.042708,-0.032778,0.018733,0.782232
0.490,0.18500,31,26,0.070422,-0.083522,-0.032026,0.783312
0.490,0.18500,31,27,0.002960,-0.079613,0.021710,0.778992
0.490,0.18500,31,28,0.070574,-0.061995,0.032296,0.792010
0.490,0.18500,31,29,0.095486,0.081820,-0.025971,0.780255
0.490,0.18500,31,30,0.082966,-0.086325,0.007998,0.779988
0.490,0.18500,31,31,0.024811,-0.015122,-0.019907,0.786422
0.490,0.18500,31,32,-0.071888,-0.022711,0.059054,0.777620
0.490,0.19500,31,1,0.064503,-0.008496,-0.006082,0.776991
0.490,0.19500,31,2,0.054193,0.084848,0.027936,0.785381
0.490,0.19500,31,3,0.099863,0.028233,-0.015118,0.777892
0.490,0.19500,31,4,-0.035200,-0.007579,0.020889,0.779768
0.490,0.19500,31,5,-0.033470,-0.019782,0.066519,0.777584
0.490,0.19500,31,6,-0.039475,-0.006443,-0.001590,0.782464
0.490,0.19500,31,7,0.032221,-0.030377,0.071063,0.777783
0.490,0.19500,31,8,-0.022669,0.036637,-0.069120,0.777679
0.490,0.19500,31,9,-0.041230,-0.019897,0.000988,0.786458
0.490,0.19500,31,10,-0.092226,0.021774,-0.037609,0.789790
0.490,0.19500,31,11,0.017856,0.050440,0.062746,0.778117
0.490,0.19500,31,12,-0.002176,0.074590,0.049152,0.790906
0.490,0.19500,31,13,-0.007788,0.059930,0.050222,0.782022
0.490,0.19500,31,14,-0.063186,0.037307,0.005657,0.777109
0.490,0.19500,31,15,0.026601,0.071057,-0.038877,0.782463
0.490,0.19500,31,16,-0.080320,-0.027109,0.019603,0.780535
0.490,0.19500,31,17,0.028842,0.010396,0.031159,0.783016
0.490,0.19500,31,18,0.047916,-0.070762,-0.006145,0.789667
0.490,0.19500,31,19,-0.020383,-0.003494,-0.006237,0.776665
0.490,0.19500,31,20,0.006559,-0.026457,0.013962,0.777614
0.490,0.19500,31,21,0.059632,0.156749,0.055991,0.779209
0.490,0.19500,31,22,0.099585,0.043851,0.005813,0.781167
0.490,0.19500,31,23,-0.067937,-0.054671,0.014479,0.783732
0.490,0.19500,31,24,-0.025703,0.009201,0.074900,0.776720
0.490,0.19500,31,25,-0.089227,-0.009878,-0.001220,0.776465
